Location,Region,TL,TR,reporting_date,sCh,cCh,deaths,CFR
AFR::CMR::Centre::Okola Health District,Centre,2012-05-21,2012-05-27,2012-05-27,0,0,0,
AFR::CMR::Centre::Soa Health District,Centre,2012-05-21,2012-05-27,2012-05-27,0,0,0,
AFR::CMR::Centre::Djoungolo Health District,Centre,2012-05-21,2012-05-27,2012-05-27,0,0,0,
AFR::CMR::Centre::Cite Verte Health District,Centre,2012-05-21,2012-05-27,2012-05-27,0,0,0,
AFR::CMR::Centre::Nkolndongo Health District,Centre,2012-05-21,2012-05-27,2012-05-27,0,0,0,
AFR::CMR::Centre::Biyem Assi Health District,Centre,2012-05-21,2012-05-27,2012-05-27,0,0,0,
AFR::CMR::Centre::Yoko Health District,Centre,2012-05-21,2012-05-27,2012-05-27,100,35,0,0.0
AFR::CMR::Centre::Elig Mfomo Health District,Centre,2012-05-21,2012-05-27,2012-05-27,76,0,0,
AFR::CMR::Adamaoua::Bankim Health District,Adamaoua,2012-05-21,2012-05-27,2012-05-27,0,0,0,
AFR::CMR::Adamaoua::Banyo Health District,Adamaoua,2012-05-21,2012-05-27,2012-05-27,0,0,0,
AFR::CMR::Adamaoua::Djohong Health District,Adamaoua,2012-05-21,2012-05-27,2012-05-27,0,0,0,
AFR::CMR::South-West::Limbe Health District,South-West,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::South-West::Mamfe Health District,South-West,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::South-West::Mbonge Health District,South-West,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::South-West::Mundemba Health District,South-West,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::South-West::Muyuka Health District,South-West,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::South-West::Nguti Health District,South-West,2012-05-14,2012-05-20,2012-05-20,136,53,0,0.0
AFR::CMR::South-West::Tiko Health District,South-West,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::South-West::Tombel Health District,South-West,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::South-West::Wabane Health District,South-West,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::South::Djoum Health District,South,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::North-West::Njikwa Health District,North-West,2012-10-29,2012-11-04,2012-11-04,28,0,0,
AFR::CMR::North-West::Nkambe Health District,North-West,2012-10-29,2012-11-04,2012-11-04,139,0,0,
AFR::CMR::South::Lolodorf Health District,South,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::South::Meyomessala Health District,South,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::West::Bangourain Health District,West,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::West::Batcham Health District,West,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::West::Foumban Health District,West,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::West::Galim Health District,West,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::North::Guider Health District,North,2012-09-24,2012-09-30,2012-09-30,0,0,0,
AFR::CMR::West::Kouoptamo Health District,West,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::West::Malantouen Health District,West,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::North-West::Ndu Health District,North-West,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::North-West::Njikwa Health District,North-West,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::North-West::Nkambe Health District,North-West,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::North-West::Nwa Health District,North-West,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::North-West::Santa Health District,North-West,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::North-West::Tubah Health District,North-West,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::North-West::Wum Health District,North-West,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::North::Figuil Health District,North,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::North::Garoua 1 Health District,North,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::North::Garoua 2 Health District,North,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::North::Gaschiga Health District,North,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::North::Golombe Health District,North,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::North::Lagdo Health District,North,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::North::Mayo Oulo Health District,North,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::Littoral::Melong Health District,Littoral,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::Littoral::New Bell Health District,Littoral,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::Littoral::Ngambe Health District,Littoral,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::Littoral::Nkondjock Health District,Littoral,2012-05-14,2012-05-20,2012-05-20,20,9,0,0.0
AFR::CMR::Littoral::Nkongsamba Health District,Littoral,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::Littoral::Nylon Health District,Littoral,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::Littoral::Pouma Health District,Littoral,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::Littoral::Yabassi Health District,Littoral,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::East::Abong Mbang Health District,East,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::East::Batouri Health District,East,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::East::Betare Oya Health District,East,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::East::Garoua Boulai Health District,East,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::East::Lomie Health District,East,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::East::Messamena Health District,East,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::Far North::Mada Health District,Far North,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::Far North::Maga Health District,Far North,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::Far North::Makary Health District,Far North,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::Far North::Meri Health District,Far North,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::Far North::Mindif Health District,Far North,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::Far North::Mogode Health District,Far North,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::Far North::Mokolo Health District,Far North,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::Far North::Mora Health District,Far North,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::Far North::Moulvoudaye Health District,Far North,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::Far North::Moutourwa Health District,Far North,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::Far North::Pette Health District,Far North,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::Far North::Roua Health District,Far North,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::Far North::Tokombere Health District,Far North,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::Far North::Vele Health District,Far North,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::Centre::Ngoumou Health District,Centre,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::Centre::Obala Health District,Centre,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::Centre::Saa Health District,Centre,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::Centre::Djoungolo Health District,Centre,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::Centre::Cite Verte Health District,Centre,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::North::Garoua 2 Health District,North,2018-03-19,2018-03-25,2018-03-25,0,0,0,
AFR::CMR::Centre::Biyem Assi Health District,Centre,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::North::Guider Health District,North,2018-03-19,2018-03-25,2018-03-25,0,0,0,
AFR::CMR::North::Lagdo Health District,North,2018-03-19,2018-03-25,2018-03-25,0,0,0,
AFR::CMR::Adamaoua::Bankim Health District,Adamaoua,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::North::Pitoa Health District,North,2018-03-19,2018-03-25,2018-03-25,0,0,0,
AFR::CMR::North::Poli Health District,North,2018-03-19,2018-03-25,2018-03-25,0,0,0,
AFR::CMR::Adamaoua::Djohong Health District,Adamaoua,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::North::Touboro Health District,North,2018-03-19,2018-03-25,2018-03-25,0,0,0,
AFR::CMR::Adamaoua::Ngaoundere Rural Health District,Adamaoua,2012-05-14,2012-05-20,2012-05-20,327,183,5,2.73
AFR::CMR::Adamaoua::Tibati Health District,Adamaoua,2012-05-14,2012-05-20,2012-05-20,0,0,0,
AFR::CMR::South-West::Akwaya Health District,South-West,2012-05-07,2012-05-13,2012-05-13,0,0,0,
AFR::CMR::South-West::Bangem Health District,South-West,2012-05-07,2012-05-13,2012-05-13,0,0,0,
AFR::CMR::South-West::Ekondo Titi Health District,South-West,2012-05-07,2012-05-13,2012-05-13,0,0,0,
AFR::CMR::South-West::Fontem Health District,South-West,2012-05-07,2012-05-13,2012-05-13,0,0,0,
AFR::CMR::South-West::Kumba Health District,South-West,2012-05-07,2012-05-13,2012-05-13,0,0,0,
AFR::CMR::North::Bibemi Health District,North,2012-05-07,2012-05-13,2012-05-13,0,0,0,
AFR::CMR::North::Garoua 1 Health District,North,2012-05-07,2012-05-13,2012-05-13,0,0,0,
AFR::CMR::North::Gaschiga Health District,North,2012-05-07,2012-05-13,2012-05-13,0,0,0,
AFR::CMR::North::Guider Health District,North,2012-05-07,2012-05-13,2012-05-13,106,0,0,
AFR::CMR::North::Lagdo Health District,North,2012-05-07,2012-05-13,2012-05-13,0,0,0,
AFR::CMR::North::Ngong Health District,North,2012-05-07,2012-05-13,2012-05-13,0,0,0,
AFR::CMR::North::Poli Health District,North,2012-05-07,2012-05-13,2012-05-13,0,0,0,
AFR::CMR::North::Tchollire Health District,North,2012-05-07,2012-05-13,2012-05-13,0,0,0,
AFR::CMR::Littoral::Bonassama Health District,Littoral,2012-05-07,2012-05-13,2012-05-13,0,0,0,
AFR::CMR::Littoral::Deido Health District,Littoral,2012-05-07,2012-05-13,2012-05-13,0,0,0,
AFR::CMR::Littoral::Edea Health District,Littoral,2012-05-07,2012-05-13,2012-05-13,59,0,0,
AFR::CMR::Littoral::Loum Health District,Littoral,2012-05-07,2012-05-13,2012-05-13,0,0,0,
AFR::CMR::Littoral::Manoka Health District,Littoral,2012-05-07,2012-05-13,2012-05-13,0,0,0,
AFR::CMR::Littoral::Melong Health District,Littoral,2012-05-07,2012-05-13,2012-05-13,0,0,0,
AFR::CMR::Far North::Kar Hay Health District,Far North,2012-05-07,2012-05-13,2012-05-13,0,0,0,
AFR::CMR::Far North::Kousseri Health District,Far North,2012-05-07,2012-05-13,2012-05-13,0,0,0,
AFR::CMR::Far North::Mada Health District,Far North,2012-05-07,2012-05-13,2012-05-13,0,0,0,
AFR::CMR::Far North::Makary Health District,Far North,2012-05-07,2012-05-13,2012-05-13,0,0,0,
AFR::CMR::Far North::(Maroua 1 Health District|Maroua 2 Health District|Maroua 3 Health District),Far North,2012-05-07,2012-05-13,2012-05-13,0,0,0,
AFR::CMR::Far North::Meri Health District,Far North,2012-05-07,2012-05-13,2012-05-13,0,0,0,
AFR::CMR::Far North::Mogode Health District,Far North,2012-05-07,2012-05-13,2012-05-13,0,0,0,
AFR::CMR::Far North::Mora Health District,Far North,2012-05-07,2012-05-13,2012-05-13,0,0,0,
AFR::CMR::Far North::Moutourwa Health District,Far North,2012-05-07,2012-05-13,2012-05-13,0,0,0,
AFR::CMR::Far North::Pette Health District,Far North,2012-05-07,2012-05-13,2012-05-13,0,0,0,
AFR::CMR::Far North::Tokombere Health District,Far North,2012-05-07,2012-05-13,2012-05-13,0,0,0,
AFR::CMR::Far North::Yagoua Health District,Far North,2012-05-07,2012-05-13,2012-05-13,0,0,0,
AFR::CMR::Centre::Awae Health District,Centre,2012-05-07,2012-05-13,2012-05-13,26,16,0,0.0
AFR::CMR::Centre::Bafia Health District,Centre,2012-05-07,2012-05-13,2012-05-13,0,0,0,
AFR::CMR::Centre::Ntui Health District,Centre,2012-05-07,2012-05-13,2012-05-13,0,0,0,
AFR::CMR::Centre::Okola Health District,Centre,2012-05-07,2012-05-13,2012-05-13,0,0,0,
AFR::CMR::Centre::Saa Health District,Centre,2012-05-07,2012-05-13,2012-05-13,0,0,0,
AFR::CMR::Centre::Soa Health District,Centre,2012-05-07,2012-05-13,2012-05-13,0,0,0,
AFR::CMR::Centre::Djoungolo Health District,Centre,2012-05-07,2012-05-13,2012-05-13,0,0,0,
AFR::CMR::Centre::Cite Verte Health District,Centre,2012-05-07,2012-05-13,2012-05-13,0,0,0,
AFR::CMR::Centre::Nkolndongo Health District,Centre,2012-05-07,2012-05-13,2012-05-13,0,0,0,
AFR::CMR::Centre::Biyem Assi Health District,Centre,2012-05-07,2012-05-13,2012-05-13,0,0,0,
AFR::CMR::Centre::Yoko Health District,Centre,2012-05-07,2012-05-13,2012-05-13,0,0,0,
AFR::CMR::Centre::Obala Health District,Centre,2012-05-07,2012-05-13,2012-05-13,43,18,0,0.0
AFR::CMR::Adamaoua::Bankim Health District,Adamaoua,2012-05-07,2012-05-13,2012-05-13,0,0,0,
AFR::CMR::Adamaoua::Banyo Health District,Adamaoua,2012-05-07,2012-05-13,2012-05-13,0,0,0,
AFR::CMR::Adamaoua::Djohong Health District,Adamaoua,2012-05-07,2012-05-13,2012-05-13,0,0,0,
AFR::CMR::Adamaoua::Meiganga Health District,Adamaoua,2012-05-07,2012-05-13,2012-05-13,0,0,0,
AFR::CMR::South-West::Mamfe Health District,South-West,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::South-West::Mbonge Health District,South-West,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::South-West::Mundemba Health District,South-West,2012-04-30,2012-05-06,2012-05-06,24,7,0,0.0
AFR::CMR::South-West::Muyuka Health District,South-West,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::South-West::Nguti Health District,South-West,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::South-West::Tiko Health District,South-West,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::South-West::Tombel Health District,South-West,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::South-West::Wabane Health District,South-West,2012-04-30,2012-05-06,2012-05-06,68,0,0,
AFR::CMR::South::Djoum Health District,South,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::South::Kribi Health District,South,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::South::Lolodorf Health District,South,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::South::Meyomessala Health District,South,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::South::Olamze Health District,South,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::South::Sangmelima Health District,South,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::West::Foumban Health District,West,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::West::Kekem Health District,West,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::West::Kouoptamo Health District,West,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::West::Malantouen Health District,West,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::West::Massangam Health District,West,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::West::Mbouda Health District,West,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::West::Penka Michel Health District,West,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::West::Foumbot Health District,West,2012-04-30,2012-05-06,2012-05-06,126,71,1,1.41
AFR::CMR::North-West::Ako Health District,North-West,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::North-West::Bafut Health District,North-West,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::North-West::Bali Health District,North-West,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::North-West::Bamenda Health District,North-West,2012-04-30,2012-05-06,2012-05-06,202,102,1,0.98
AFR::CMR::North-West::Batibo Health District,North-West,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::North-West::Benakuma Health District,North-West,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::North::Gaschiga Health District,North,2012-04-30,2012-05-06,2012-05-06,65,24,1,4.17
AFR::CMR::North::Golombe Health District,North,2012-04-30,2012-05-06,2012-05-06,88,0,0,
AFR::CMR::North::Guider Health District,North,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::North::Lagdo Health District,North,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::North::Mayo Oulo Health District,North,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::North::Ngong Health District,North,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::North::Pitoa Health District,North,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::North::Poli Health District,North,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::North::Rey Bouba Health District,North,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::North::Tchollire Health District,North,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::North::Touboro Health District,North,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::Littoral::Bonassama Health District,Littoral,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::Littoral::Cite des palmiers Health District,Littoral,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::Littoral::Deido Health District,Littoral,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::Littoral::Pouma Health District,Littoral,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::Littoral::Yabassi Health District,Littoral,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::East::Abong Mbang Health District,East,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::East::Batouri Health District,East,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::East::Bertoua Health District,East,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::East::Betare Oya Health District,East,2012-04-30,2012-05-06,2012-05-06,130,37,0,0.0
AFR::CMR::East::Doume Health District,East,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::East::Garoua Boulai Health District,East,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::East::Kette Health District,East,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::East::Lomie Health District,East,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::East::Mbang Health District,East,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::East::Messamena Health District,East,2012-04-30,2012-05-06,2012-05-06,56,0,0,
AFR::CMR::East::Moloundou Health District,East,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::East::Ndelele Health District,East,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::Far North::Makary Health District,Far North,2012-04-30,2012-05-06,2012-05-06,65,0,0,
AFR::CMR::Centre::Monatele Health District,Centre,2012-01-02,2012-01-08,2012-01-08,0,0,0,
AFR::CMR::Littoral::New Bell Health District,Littoral,2011-07-11,2011-07-17,2011-07-17,103,69,1,1.45
AFR::CMR::Far North::(Maroua 1 Health District|Maroua 2 Health District|Maroua 3 Health District),Far North,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::Far North::Meri Health District,Far North,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::Far North::Mindif Health District,Far North,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::Far North::Mogode Health District,Far North,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::Far North::Mokolo Health District,Far North,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::Far North::Mora Health District,Far North,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::Far North::Moulvoudaye Health District,Far North,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::Far North::Moutourwa Health District,Far North,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::Far North::Pette Health District,Far North,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::Far North::Roua Health District,Far North,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::Centre::Mbandjock Health District,Centre,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::Centre::Mbankomo Health District,Centre,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::Centre::Mfou Health District,Centre,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::Centre::Monatele Health District,Centre,2012-04-30,2012-05-06,2012-05-06,48,24,1,4.17
AFR::CMR::Centre::Nanga Eboko Health District,Centre,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::Centre::Ndikinimeki Health District,Centre,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::Centre::Ngog Mapubi Health District,Centre,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::Centre::Ngoumou Health District,Centre,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::Centre::Ntui Health District,Centre,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::Centre::Obala Health District,Centre,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::Centre::Okola Health District,Centre,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::Centre::Saa Health District,Centre,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::Centre::Soa Health District,Centre,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::Centre::Djoungolo Health District,Centre,2012-04-30,2012-05-06,2012-05-06,0,0,0,
AFR::CMR::South-West::Bangem Health District,South-West,2012-04-23,2012-04-29,2012-04-29,0,0,0,
AFR::CMR::South-West::Buea Health District,South-West,2012-04-23,2012-04-29,2012-04-29,0,0,0,
AFR::CMR::South-West::Ekondo Titi Health District,South-West,2012-04-23,2012-04-29,2012-04-29,0,0,0,
AFR::CMR::South-West::Eyumodjock Health District,South-West,2012-04-23,2012-04-29,2012-04-29,0,0,0,
