Region,reporting_date,TL,TR,sCh,cCh,deaths,CFR
South-West,2016-08-14,2016-08-08,2016-08-14,219,119,2,1.680672268907563
South-West,2016-08-21,2016-08-15,2016-08-21,522,240,6,2.5
South-West,2016-08-28,2016-08-22,2016-08-28,153,72,1,1.3888888888888888
South-West,2016-09-04,2016-08-29,2016-09-04,68,26,1,3.8461538461538463
South-West,2016-09-11,2016-09-05,2016-09-11,455,238,3,1.2605042016806722
South-West,2016-09-18,2016-09-12,2016-09-18,224,61,1,1.639344262295082
South-West,2016-09-25,2016-09-19,2016-09-25,340,169,4,2.366863905325444
South-West,2016-10-02,2016-09-26,2016-10-02,282,124,1,0.8064516129032258
South-West,2016-10-09,2016-10-03,2016-10-09,308,128,3,2.34375
South-West,2016-10-16,2016-10-10,2016-10-16,2,1,0,0.0
South-West,2016-10-23,2016-10-17,2016-10-23,154,26,0,0.0
South-West,2016-10-30,2016-10-24,2016-10-30,214,70,1,1.4285714285714286
South-West,2016-11-06,2016-10-31,2016-11-06,210,96,0,0.0
South-West,2016-11-13,2016-11-07,2016-11-13,43,22,0,0.0
South-West,2016-11-20,2016-11-14,2016-11-20,51,25,0,0.0
South-West,2016-11-27,2016-11-21,2016-11-27,24,12,0,0.0
South-West,2016-12-04,2016-11-28,2016-12-04,0,0,0,0.0
South-West,2016-12-11,2016-12-05,2016-12-11,41,17,0,0.0
South-West,2016-12-18,2016-12-12,2016-12-18,57,0,0,0.0
South-West,2016-12-25,2016-12-19,2016-12-25,32,12,0,0.0
South-West,2017-01-01,2016-12-26,2017-01-01,48,24,0,0.0
South-West,2017-01-08,2017-01-02,2017-01-08,41,13,0,0.0
South-West,2017-01-15,2017-01-09,2017-01-15,116,5,0,0.0
South-West,2017-01-22,2017-01-16,2017-01-22,0,0,0,0.0
South-West,2017-01-29,2017-01-23,2017-01-29,51,25,0,0.0
South-West,2017-02-05,2017-01-30,2017-02-05,0,0,0,0.0
South-West,2017-02-12,2017-02-06,2017-02-12,0,0,0,0.0
South-West,2017-02-19,2017-02-13,2017-02-19,24,0,0,0.0
South-West,2017-02-26,2017-02-20,2017-02-26,59,27,1,3.7037037037037033
South-West,2017-03-05,2017-02-27,2017-03-05,0,0,0,0.0
South-West,2017-03-12,2017-03-06,2017-03-12,98,14,0,0.0
South-West,2017-03-19,2017-03-13,2017-03-19,101,36,0,0.0
South-West,2017-03-26,2017-03-20,2017-03-26,200,40,1,2.5
South-West,2017-04-02,2017-03-27,2017-04-02,116,59,1,1.694915254237288
South-West,2017-04-09,2017-04-03,2017-04-09,55,14,0,0.0
South-West,2017-04-16,2017-04-10,2017-04-16,85,38,0,0.0
South-West,2017-04-23,2017-04-17,2017-04-23,142,39,0,0.0
South-West,2017-04-30,2017-04-24,2017-04-30,0,0,0,0.0
South-West,2017-05-07,2017-05-01,2017-05-07,0,0,0,0.0
South-West,2017-05-14,2017-05-08,2017-05-14,88,21,0,0.0
South-West,2017-05-21,2017-05-15,2017-05-21,221,88,2,2.272727272727273
South-West,2017-05-28,2017-05-22,2017-05-28,222,74,2,2.702702702702702
South-West,2017-06-04,2017-05-29,2017-06-04,0,0,0,0.0
South-West,2017-06-11,2017-06-05,2017-06-11,297,75,1,1.3333333333333337
South-West,2017-06-18,2017-06-12,2017-06-18,68,33,0,0.0
South-West,2017-06-25,2017-06-19,2017-06-25,173,87,3,3.4482758620689653
South-West,2017-07-02,2017-06-26,2017-07-02,94,26,1,3.8461538461538463
South-West,2017-07-09,2017-07-03,2017-07-09,207,112,2,1.7857142857142856
South-West,2017-07-16,2017-07-10,2017-07-16,516,136,4,2.941176470588235
South-West,2017-07-23,2017-07-17,2017-07-23,133,35,0,0.0
South-West,2017-07-30,2017-07-24,2017-07-30,762,163,4,2.4539877300613497
South-West,2017-08-06,2017-07-31,2017-08-06,126,54,0,0.0
South-West,2017-08-13,2017-08-07,2017-08-13,142,49,0,0.0
South-West,2017-08-20,2017-08-14,2017-08-20,601,296,3,1.0135135135135136
South-West,2017-08-27,2017-08-21,2017-08-27,225,85,3,3.5294117647058822
South-West,2017-09-03,2017-08-28,2017-09-03,84,56,1,1.7857142857142856
South-West,2017-09-10,2017-09-04,2017-09-10,507,235,6,2.553191489361702
South-West,2017-09-17,2017-09-11,2017-09-17,100,59,2,3.389830508474576
South-West,2017-09-24,2017-09-18,2017-09-24,637,358,7,1.9553072625698324
South-West,2017-10-01,2017-09-25,2017-10-01,0,0,0,0.0
South-West,2017-10-08,2017-10-02,2017-10-08,463,229,4,1.7467248908296942
South-West,2017-10-15,2017-10-09,2017-10-15,308,26,1,3.8461538461538463
South-West,2017-10-22,2017-10-16,2017-10-22,36,18,0,0.0
South-West,2017-10-29,2017-10-23,2017-10-29,63,0,0,0.0
South-West,2017-11-05,2017-10-30,2017-11-05,0,0,0,0.0
South-West,2017-11-12,2017-11-06,2017-11-12,0,0,0,0.0
South-West,2017-11-19,2017-11-13,2017-11-19,0,0,0,0.0
South-West,2017-11-26,2017-11-20,2017-11-26,74,40,1,2.5
South-West,2017-12-03,2017-11-27,2017-12-03,0,0,0,0.0
South-West,2017-12-10,2017-12-04,2017-12-10,0,0,0,0.0
South-West,2017-12-17,2017-12-11,2017-12-17,39,18,0,0.0
South-West,2017-12-24,2017-12-18,2017-12-24,198,64,1,1.5625
South-West,2017-12-31,2017-12-25,2017-12-31,37,14,0,0.0
South-West,2018-08-26,2018-08-20,2018-08-26,57,16,0,0.0
South-West,2020-05-18,2019-11-11,2020-05-18,0,0,0,0.0
South-West,2020-09-20,2019-11-11,2020-09-20,39,26,1,3.8461538461538463
South-West,2019-12-07,2019-12-01,2019-12-07,120,0,0,0.0
South-West,2020-09-11,2020-09-11,2020-09-11,0,0,0,0.0
South-West,2020-09-23,2020-09-11,2020-09-23,47,0,0,0.0
South-West,2020-09-12,2020-09-12,2020-09-12,0,0,0,0.0
South-West,2020-09-13,2020-09-13,2020-09-13,0,0,0,0.0
South-West,2020-09-14,2020-09-14,2020-09-14,85,43,1,2.3255813953488373
South-West,2020-09-15,2020-09-15,2020-09-15,126,69,0,0.0
South-West,2020-09-17,2020-09-15,2020-09-17,74,42,0,0.0
South-West,2020-09-16,2020-09-16,2020-09-16,33,13,0,0.0
South-West,2020-09-18,2020-09-18,2020-09-18,0,0,0,0.0
South-West,2020-09-19,2020-09-19,2020-09-19,0,0,0,0.0
South-West,2020-09-21,2020-09-21,2020-09-21,0,0,0,0.0
South-West,2020-09-22,2020-09-22,2020-09-22,0,0,0,0.0
West,2010-01-10,2010-01-04,2010-01-10,0,0,0,0.0
West,2010-01-17,2010-01-11,2010-01-17,51,22,0,0.0
West,2010-01-24,2010-01-18,2010-01-24,6,0,0,0.0
West,2010-01-31,2010-01-25,2010-01-31,0,0,0,0.0
West,2010-02-07,2010-02-01,2010-02-07,79,26,0,0.0
West,2010-02-14,2010-02-08,2010-02-14,24,0,0,0.0
West,2010-02-21,2010-02-15,2010-02-21,45,20,0,0.0
West,2010-02-28,2010-02-22,2010-02-28,0,0,0,0.0
West,2010-03-07,2010-03-01,2010-03-07,10,5,0,0.0
West,2010-03-14,2010-03-08,2010-03-14,71,31,1,3.225806451612903
West,2010-03-21,2010-03-15,2010-03-21,148,47,1,2.127659574468085
West,2010-03-28,2010-03-22,2010-03-28,45,28,0,0.0
West,2010-04-04,2010-03-29,2010-04-04,74,22,0,0.0
West,2010-04-11,2010-04-05,2010-04-11,183,43,0,0.0
West,2010-04-18,2010-04-12,2010-04-18,83,17,0,0.0
West,2010-04-25,2010-04-19,2010-04-25,180,47,1,2.127659574468085
West,2010-05-02,2010-04-26,2010-05-02,0,0,0,0.0
West,2010-05-09,2010-05-03,2010-05-09,54,34,1,2.941176470588235
West,2010-05-16,2010-05-10,2010-05-16,90,33,0,0.0
West,2010-05-23,2010-05-17,2010-05-23,39,0,0,0.0
West,2010-05-30,2010-05-24,2010-05-30,158,76,2,2.631578947368421
West,2010-06-06,2010-05-31,2010-06-06,0,0,0,0.0
West,2010-06-13,2010-06-07,2010-06-13,19,0,0,0.0
West,2010-06-20,2010-06-14,2010-06-20,315,100,3,3.0
West,2010-06-27,2010-06-21,2010-06-27,256,105,1,0.9523809523809524
West,2010-07-04,2010-06-28,2010-07-04,62,34,1,2.941176470588235
West,2010-07-11,2010-07-05,2010-07-11,214,63,2,3.1746031746031744
West,2010-07-18,2010-07-12,2010-07-18,185,43,1,2.3255813953488373
West,2010-07-25,2010-07-19,2010-07-25,94,52,0,0.0
West,2010-08-01,2010-07-26,2010-08-01,59,22,0,0.0
West,2010-08-08,2010-08-02,2010-08-08,288,111,2,1.8018018018018016
West,2010-08-15,2010-08-09,2010-08-15,0,0,0,0.0
West,2010-08-22,2010-08-16,2010-08-22,70,43,1,2.3255813953488373
West,2010-08-29,2010-08-23,2010-08-29,0,0,0,0.0
West,2010-09-05,2010-08-30,2010-09-05,256,61,1,1.639344262295082
West,2010-09-12,2010-09-06,2010-09-12,55,0,0,0.0
West,2010-09-19,2010-09-13,2010-09-19,0,0,0,0.0
West,2010-09-26,2010-09-20,2010-09-26,60,32,0,0.0
West,2010-10-03,2010-09-27,2010-10-03,162,0,0,0.0
West,2010-10-10,2010-10-04,2010-10-10,62,0,0,0.0
West,2010-10-17,2010-10-11,2010-10-17,106,49,0,0.0
West,2010-10-24,2010-10-18,2010-10-24,579,127,4,3.149606299212598
West,2010-10-31,2010-10-25,2010-10-31,263,99,1,1.0101010101010102
West,2010-11-07,2010-11-01,2010-11-07,121,61,0,0.0
West,2010-11-14,2010-11-08,2010-11-14,156,26,1,3.8461538461538463
West,2010-11-21,2010-11-15,2010-11-21,264,137,3,2.18978102189781
West,2010-11-28,2010-11-22,2010-11-28,56,33,1,3.0303030303030303
West,2010-12-05,2010-11-29,2010-12-05,21,9,0,0.0
West,2010-12-12,2010-12-06,2010-12-12,0,0,0,0.0
West,2010-12-19,2010-12-13,2010-12-19,0,0,0,0.0
West,2010-12-26,2010-12-20,2010-12-26,75,17,1,5.88235294117647
West,2011-01-02,2010-12-27,2011-01-02,0,0,0,0.0
West,2011-01-09,2011-01-03,2011-01-09,0,0,0,0.0
West,2011-01-16,2011-01-10,2011-01-16,0,0,0,0.0
West,2011-01-23,2011-01-17,2011-01-23,57,22,0,0.0
West,2011-01-30,2011-01-24,2011-01-30,43,17,1,5.88235294117647
West,2011-02-06,2011-01-31,2011-02-06,9,5,0,0.0
West,2011-02-13,2011-02-07,2011-02-13,54,9,0,0.0
West,2011-02-20,2011-02-14,2011-02-20,38,8,0,0.0
West,2011-02-27,2011-02-21,2011-02-27,79,15,0,0.0
West,2011-03-06,2011-02-28,2011-03-06,240,39,1,2.564102564102564
West,2011-03-13,2011-03-07,2011-03-13,168,56,1,1.7857142857142856
West,2011-03-20,2011-03-14,2011-03-20,189,35,1,2.857142857142857
West,2011-03-27,2011-03-21,2011-03-27,243,46,0,0.0
West,2011-04-03,2011-03-28,2011-04-03,195,90,1,1.1111111111111112
West,2011-04-10,2011-04-04,2011-04-10,109,25,0,0.0
West,2011-04-17,2011-04-11,2011-04-17,230,69,1,1.4492753623188406
West,2011-04-24,2011-04-18,2011-04-24,157,31,1,3.225806451612903
West,2011-05-01,2011-04-25,2011-05-01,603,298,5,1.6778523489932886
West,2011-05-08,2011-05-02,2011-05-08,288,71,3,4.225352112676056
West,2011-05-15,2011-05-09,2011-05-15,304,120,4,3.333333333333333
West,2011-05-22,2011-05-16,2011-05-22,377,88,5,5.681818181818182
West,2011-05-29,2011-05-23,2011-05-29,441,65,3,4.615384615384616
West,2011-06-05,2011-05-30,2011-06-05,312,146,2,1.36986301369863
West,2011-06-12,2011-06-06,2011-06-12,211,26,0,0.0
West,2011-06-19,2011-06-13,2011-06-19,354,54,1,1.851851851851852
West,2011-06-26,2011-06-20,2011-06-26,343,20,2,10.0
West,2011-07-03,2011-06-27,2011-07-03,395,188,3,1.5957446808510638
West,2011-07-10,2011-07-04,2011-07-10,191,64,3,4.6875
West,2011-07-17,2011-07-11,2011-07-17,411,49,1,2.0408163265306123
West,2011-07-24,2011-07-18,2011-07-24,714,360,7,1.9444444444444444
West,2011-07-31,2011-07-25,2011-07-31,309,27,1,3.7037037037037033
West,2011-08-07,2011-08-01,2011-08-07,410,83,2,2.409638554216868
West,2011-08-14,2011-08-08,2011-08-14,379,124,1,0.8064516129032258
West,2011-08-21,2011-08-15,2011-08-21,131,1,0,0.0
West,2011-08-28,2011-08-22,2011-08-28,192,62,1,1.6129032258064515
West,2011-09-04,2011-08-29,2011-09-04,127,10,0,0.0
West,2011-09-11,2011-09-05,2011-09-11,78,14,0,0.0
West,2011-09-18,2011-09-12,2011-09-18,208,72,2,2.7777777777777777
West,2011-09-25,2011-09-19,2011-09-25,162,28,2,7.142857142857142
West,2011-10-02,2011-09-26,2011-10-02,266,82,2,2.4390243902439024
West,2011-10-09,2011-10-03,2011-10-09,179,66,1,1.5151515151515151
West,2011-10-16,2011-10-10,2011-10-16,152,66,0,0.0
West,2011-10-23,2011-10-17,2011-10-23,279,174,3,1.7241379310344829
West,2011-10-30,2011-10-24,2011-10-30,227,99,3,3.0303030303030303
West,2011-11-06,2011-10-31,2011-11-06,160,50,0,0.0
West,2011-11-13,2011-11-07,2011-11-13,45,14,0,0.0
West,2011-11-20,2011-11-14,2011-11-20,93,11,1,9.090909090909092
West,2011-11-27,2011-11-21,2011-11-27,66,5,0,0.0
West,2011-12-04,2011-11-28,2011-12-04,52,20,0,0.0
West,2011-12-18,2011-12-12,2011-12-18,60,21,0,0.0
West,2011-12-25,2011-12-19,2011-12-25,17,5,0,0.0
West,2012-01-01,2011-12-26,2012-01-01,29,0,0,0.0
West,2012-01-08,2012-01-02,2012-01-08,0,0,0,0.0
West,2012-01-15,2012-01-09,2012-01-15,0,0,0,0.0
West,2012-01-22,2012-01-16,2012-01-22,0,0,0,0.0
West,2012-01-29,2012-01-23,2012-01-29,35,11,0,0.0
West,2012-02-05,2012-01-30,2012-02-05,13,5,0,0.0
West,2012-02-12,2012-02-06,2012-02-12,46,18,0,0.0
West,2012-02-19,2012-02-13,2012-02-19,18,0,0,0.0
West,2012-02-26,2012-02-20,2012-02-26,0,0,0,0.0
West,2012-03-04,2012-02-27,2012-03-04,55,15,0,0.0
West,2012-03-11,2012-03-05,2012-03-11,76,17,0,0.0
West,2012-03-18,2012-03-12,2012-03-18,183,63,1,1.5873015873015872
West,2012-03-25,2012-03-19,2012-03-25,26,6,0,0.0
West,2012-04-01,2012-03-26,2012-04-01,0,0,0,0.0
West,2012-04-08,2012-04-02,2012-04-08,132,65,1,1.5384615384615383
West,2012-04-15,2012-04-09,2012-04-15,77,32,0,0.0
West,2012-04-22,2012-04-16,2012-04-22,39,9,0,0.0
West,2012-04-29,2012-04-23,2012-04-29,20,9,0,0.0
West,2012-05-06,2012-04-30,2012-05-06,224,106,1,0.9433962264150944
West,2012-05-13,2012-05-07,2012-05-13,108,45,1,2.2222222222222223
West,2012-05-20,2012-05-14,2012-05-20,69,14,0,0.0
West,2012-05-27,2012-05-21,2012-05-27,0,0,0,0.0
West,2012-06-03,2012-05-28,2012-06-03,0,0,0,0.0
West,2012-06-10,2012-06-04,2012-06-10,113,31,1,3.225806451612903
West,2012-06-17,2012-06-11,2012-06-17,61,36,1,2.7777777777777777
West,2012-06-24,2012-06-18,2012-06-24,404,134,3,2.238805970149253
West,2012-07-01,2012-06-25,2012-07-01,51,27,0,0.0
West,2012-07-08,2012-07-02,2012-07-08,55,36,0,0.0
West,2012-07-15,2012-07-09,2012-07-15,0,0,0,0.0
West,2012-07-22,2012-07-16,2012-07-22,155,0,0,0.0
West,2012-07-29,2012-07-23,2012-07-29,56,30,0,0.0
West,2012-08-05,2012-07-30,2012-08-05,403,219,5,2.28310502283105
West,2012-08-12,2012-08-06,2012-08-12,225,109,3,2.752293577981652
West,2012-08-19,2012-08-13,2012-08-19,170,94,4,4.25531914893617
West,2012-08-26,2012-08-20,2012-08-26,187,42,1,2.380952380952381
West,2012-09-02,2012-08-27,2012-09-02,110,50,0,0.0
West,2012-09-09,2012-09-03,2012-09-09,146,57,1,1.7543859649122806
West,2012-09-16,2012-09-10,2012-09-16,121,78,1,1.282051282051282
West,2012-09-23,2012-09-17,2012-09-23,203,48,1,2.083333333333333
West,2012-09-30,2012-09-24,2012-09-30,212,58,1,1.7241379310344829
West,2012-10-07,2012-10-01,2012-10-07,48,13,0,0.0
West,2012-10-14,2012-10-08,2012-10-14,272,96,2,2.083333333333333
West,2012-10-21,2012-10-15,2012-10-21,103,41,0,0.0
West,2012-10-28,2012-10-22,2012-10-28,42,0,1,0.0
West,2012-11-04,2012-10-29,2012-11-04,221,126,2,1.5873015873015872
West,2012-11-11,2012-11-05,2012-11-11,154,18,1,5.555555555555555
West,2012-11-18,2012-11-12,2012-11-18,9,0,0,0.0
West,2012-11-25,2012-11-19,2012-11-25,0,0,0,0.0
West,2012-12-02,2012-11-26,2012-12-02,70,16,1,6.25
West,2012-12-09,2012-12-03,2012-12-09,36,9,0,0.0
West,2012-12-16,2012-12-10,2012-12-16,60,8,0,0.0
West,2012-12-23,2012-12-17,2012-12-23,21,8,0,0.0
West,2012-12-30,2012-12-24,2012-12-30,0,0,0,0.0
West,2013-01-06,2012-12-31,2013-01-06,0,0,0,0.0
West,2013-01-13,2013-01-07,2013-01-13,0,0,0,0.0
West,2013-01-20,2013-01-14,2013-01-20,31,0,0,0.0
West,2013-01-27,2013-01-21,2013-01-27,22,0,0,0.0
West,2013-02-03,2013-01-28,2013-02-03,37,21,0,0.0
West,2013-02-10,2013-02-04,2013-02-10,0,0,0,0.0
West,2013-02-17,2013-02-11,2013-02-17,13,6,0,0.0
West,2013-02-24,2013-02-18,2013-02-24,26,0,0,0.0
West,2013-03-03,2013-02-25,2013-03-03,111,32,1,3.125
West,2013-03-10,2013-03-04,2013-03-10,30,10,0,0.0
West,2013-03-17,2013-03-11,2013-03-17,85,41,1,2.4390243902439024
West,2013-03-24,2013-03-18,2013-03-24,0,0,0,0.0
West,2013-03-31,2013-03-25,2013-03-31,12,3,0,0.0
West,2013-04-07,2013-04-01,2013-04-07,49,14,0,0.0
West,2013-04-14,2013-04-08,2013-04-14,0,0,0,0.0
West,2013-04-21,2013-04-15,2013-04-21,59,0,0,0.0
West,2013-04-28,2013-04-22,2013-04-28,0,0,0,0.0
West,2013-05-05,2013-04-29,2013-05-05,170,56,0,0.0
West,2013-05-12,2013-05-06,2013-05-12,361,39,1,2.564102564102564
West,2013-05-19,2013-05-13,2013-05-19,253,75,1,1.3333333333333337
West,2013-05-26,2013-05-20,2013-05-26,64,34,1,2.941176470588235
West,2013-06-02,2013-05-27,2013-06-02,126,86,2,2.3255813953488373
West,2013-06-09,2013-06-03,2013-06-09,0,0,0,0.0
West,2013-06-16,2013-06-10,2013-06-16,88,18,0,0.0
West,2013-06-23,2013-06-17,2013-06-23,57,32,1,3.125
West,2013-06-30,2013-06-24,2013-06-30,149,30,1,3.333333333333333
West,2013-07-07,2013-07-01,2013-07-07,149,26,1,3.8461538461538463
West,2013-07-14,2013-07-08,2013-07-14,185,0,0,0.0
West,2013-07-21,2013-07-15,2013-07-21,0,0,0,0.0
West,2013-07-28,2013-07-22,2013-07-28,175,56,1,1.7857142857142856
West,2013-08-04,2013-07-29,2013-08-04,172,109,2,1.834862385321101
West,2013-08-11,2013-08-05,2013-08-11,93,0,0,0.0
West,2013-08-18,2013-08-12,2013-08-18,101,23,0,0.0
West,2013-08-25,2013-08-19,2013-08-25,99,32,2,6.25
West,2013-09-01,2013-08-26,2013-09-01,310,86,3,3.488372093023256
West,2013-09-08,2013-09-02,2013-09-08,0,0,0,0.0
West,2013-09-15,2013-09-09,2013-09-15,188,36,0,0.0
West,2013-09-22,2013-09-16,2013-09-22,38,0,0,0.0
West,2013-09-29,2013-09-23,2013-09-29,169,77,3,3.896103896103896
West,2013-10-06,2013-09-30,2013-10-06,0,0,0,0.0
West,2013-10-13,2013-10-07,2013-10-13,43,7,0,0.0
West,2013-10-20,2013-10-14,2013-10-20,378,163,1,0.6134969325153374
West,2013-10-27,2013-10-21,2013-10-27,96,0,0,0.0
West,2013-11-03,2013-10-28,2013-11-03,47,22,0,0.0
West,2013-11-10,2013-11-04,2013-11-10,0,0,0,0.0
West,2013-11-17,2013-11-11,2013-11-17,0,0,0,0.0
West,2013-11-24,2013-11-18,2013-11-24,68,24,0,0.0
West,2013-12-01,2013-11-25,2013-12-01,1,1,0,0.0
West,2013-12-08,2013-12-02,2013-12-08,51,26,1,3.8461538461538463
West,2013-12-15,2013-12-09,2013-12-15,119,50,1,2.0
West,2013-12-22,2013-12-16,2013-12-22,42,7,0,0.0
West,2013-12-29,2013-12-23,2013-12-29,0,0,0,0.0
West,2014-01-05,2013-12-30,2014-01-05,9,6,0,0.0
West,2014-01-12,2014-01-06,2014-01-12,64,28,0,0.0
West,2014-01-19,2014-01-13,2014-01-19,16,9,0,0.0
West,2014-01-26,2014-01-20,2014-01-26,36,5,0,0.0
West,2014-02-02,2014-01-27,2014-02-02,0,0,0,0.0
West,2014-02-09,2014-02-03,2014-02-09,61,22,0,0.0
West,2014-02-16,2014-02-10,2014-02-16,0,0,0,0.0
West,2014-02-23,2014-02-17,2014-02-23,31,17,0,0.0
West,2014-03-02,2014-02-24,2014-03-02,66,32,0,0.0
West,2014-03-09,2014-03-03,2014-03-09,0,0,0,0.0
West,2014-03-16,2014-03-10,2014-03-16,120,69,2,2.898550724637681
West,2014-03-23,2014-03-17,2014-03-23,5,0,0,0.0
West,2014-03-30,2014-03-24,2014-03-30,0,0,0,0.0
West,2014-04-06,2014-03-31,2014-04-06,112,45,0,0.0
West,2014-04-13,2014-04-07,2014-04-13,49,23,0,0.0
West,2014-04-20,2014-04-14,2014-04-20,15,0,0,0.0
West,2014-04-27,2014-04-21,2014-04-27,265,84,2,2.380952380952381
West,2014-05-04,2014-04-28,2014-05-04,209,71,0,0.0
West,2014-05-11,2014-05-05,2014-05-11,141,75,1,1.3333333333333337
West,2014-05-18,2014-05-12,2014-05-18,0,0,0,0.0
West,2014-05-25,2014-05-19,2014-05-25,120,0,0,0.0
West,2014-06-01,2014-05-26,2014-06-01,288,125,2,1.6
West,2014-06-08,2014-06-02,2014-06-08,64,25,0,0.0
West,2014-06-15,2014-06-09,2014-06-15,0,0,0,0.0
West,2014-06-22,2014-06-16,2014-06-22,0,0,0,0.0
West,2014-06-29,2014-06-23,2014-06-29,151,0,0,0.0
West,2014-07-06,2014-06-30,2014-07-06,73,43,2,4.651162790697675
West,2014-07-13,2014-07-07,2014-07-13,12,6,0,0.0
West,2014-07-20,2014-07-14,2014-07-20,144,27,1,3.7037037037037033
West,2014-07-27,2014-07-21,2014-07-27,23,0,0,0.0
West,2014-08-03,2014-07-28,2014-08-03,16,8,0,0.0
West,2014-08-10,2014-08-04,2014-08-10,263,142,4,2.8169014084507045
West,2014-08-17,2014-08-11,2014-08-17,107,36,1,2.7777777777777777
West,2014-08-24,2014-08-18,2014-08-24,0,0,0,0.0
West,2014-08-31,2014-08-25,2014-08-31,281,106,1,0.9433962264150944
West,2014-09-07,2014-09-01,2014-09-07,0,0,0,0.0
West,2014-09-14,2014-09-08,2014-09-14,45,28,0,0.0
West,2014-09-21,2014-09-15,2014-09-21,76,0,0,0.0
West,2014-09-28,2014-09-22,2014-09-28,175,48,1,2.083333333333333
West,2014-10-05,2014-09-29,2014-10-05,0,0,0,0.0
West,2014-10-12,2014-10-06,2014-10-12,81,39,0,0.0
West,2014-10-19,2014-10-13,2014-10-19,109,16,0,0.0
West,2014-10-26,2014-10-20,2014-10-26,187,55,0,0.0
West,2014-11-02,2014-10-27,2014-11-02,159,79,2,2.5316455696202533
West,2014-11-09,2014-11-03,2014-11-09,51,29,1,3.4482758620689653
West,2014-11-16,2014-11-10,2014-11-16,24,13,0,0.0
West,2014-11-23,2014-11-17,2014-11-23,0,0,0,0.0
West,2014-11-30,2014-11-24,2014-11-30,12,6,0,0.0
West,2014-12-07,2014-12-01,2014-12-07,11,0,0,0.0
West,2014-12-14,2014-12-08,2014-12-14,0,0,0,0.0
West,2014-12-21,2014-12-15,2014-12-21,48,14,0,0.0
West,2014-12-28,2014-12-22,2014-12-28,0,0,0,0.0
West,2015-01-04,2014-12-29,2015-01-04,31,18,1,5.555555555555555
West,2015-01-11,2015-01-05,2015-01-11,0,0,0,0.0
West,2015-01-18,2015-01-12,2015-01-18,0,0,0,0.0
West,2015-01-25,2015-01-19,2015-01-25,44,0,0,0.0
West,2015-02-01,2015-01-26,2015-02-01,7,2,0,0.0
West,2015-02-08,2015-02-02,2015-02-08,0,0,0,0.0
West,2015-02-15,2015-02-09,2015-02-15,0,0,0,0.0
West,2015-02-22,2015-02-16,2015-02-22,0,0,0,0.0
West,2015-03-01,2015-02-23,2015-03-01,35,17,0,0.0
West,2015-03-08,2015-03-02,2015-03-08,18,10,0,0.0
West,2015-03-15,2015-03-09,2015-03-15,0,0,0,0.0
West,2015-03-22,2015-03-16,2015-03-22,58,16,0,0.0
West,2015-03-29,2015-03-23,2015-03-29,144,59,2,3.389830508474576
West,2015-04-05,2015-03-30,2015-04-05,64,38,0,0.0
West,2015-04-12,2015-04-06,2015-04-12,85,33,1,3.0303030303030303
West,2015-04-19,2015-04-13,2015-04-19,25,12,0,0.0
West,2015-04-26,2015-04-20,2015-04-26,18,7,0,0.0
West,2015-05-03,2015-04-27,2015-05-03,84,0,1,0.0
West,2015-05-10,2015-05-04,2015-05-10,124,26,0,0.0
West,2015-05-17,2015-05-11,2015-05-17,33,0,0,0.0
West,2015-05-24,2015-05-18,2015-05-24,102,66,1,1.5151515151515151
West,2015-05-31,2015-05-25,2015-05-31,300,64,1,1.5625
West,2015-06-07,2015-06-01,2015-06-07,267,16,0,0.0
West,2015-06-14,2015-06-08,2015-06-14,31,17,0,0.0
West,2015-06-21,2015-06-15,2015-06-21,106,38,0,0.0
West,2015-06-28,2015-06-22,2015-06-28,98,61,1,1.639344262295082
West,2015-07-05,2015-06-29,2015-07-05,137,35,0,0.0
West,2015-07-12,2015-07-06,2015-07-12,154,64,1,1.5625
West,2015-07-19,2015-07-13,2015-07-19,139,67,1,1.4925373134328357
West,2015-07-26,2015-07-20,2015-07-26,90,0,0,0.0
West,2015-08-02,2015-07-27,2015-08-02,525,219,10,4.5662100456621
West,2015-08-09,2015-08-03,2015-08-09,140,18,1,5.555555555555555
West,2015-08-16,2015-08-10,2015-08-16,0,0,0,0.0
West,2015-08-23,2015-08-17,2015-08-23,196,74,1,1.351351351351351
West,2015-08-30,2015-08-24,2015-08-30,75,0,0,0.0
West,2015-09-06,2015-08-31,2015-09-06,80,0,0,0.0
West,2015-09-13,2015-09-07,2015-09-13,166,62,0,0.0
